,name,artists,hit,sentiment,score
19628,Rumour Has It,Adele,1.0,positive,0.7175
19629,Mirror,"Lil Wayne, Bruno Mars",1.0,positive,0.9233
19630,Drink on It,Blake Shelton,1.0,positive,0.6774
19631,Feel So Close - Radio Edit,Calvin Harris,1.0,positive,0.6597
19632,Ima Boss (feat. Rick Ross),"Meek Mill, Rick Ross",1.0,negative,-0.9997
19633,Better Than I Used To Be,Tim McGraw,1.0,positive,0.8674
19634,When I'm Gone,Wiz Khalifa,1.0,negative,-0.9843
19635,Scary Monsters and Nice Sprites,Skrillex,1.0,positive,0.8482
19636,Stupid Hoe,Nicki Minaj,1.0,negative,-0.9999
19637,I Will Always Love You (Glee Cast Version),Glee Cast,1.0,positive,0.9992
19638,I Can Only Imagine (feat. Chris Brown & Lil Wayne),"David Guetta, Chris Brown, Lil Wayne",1.0,positive,0.9982
19639,Stereo Hearts (Glee Cast Version),Glee Cast,1.0,positive,0.9869
19640,Bangarang (feat. Sirah),"Skrillex, Sirah",1.0,negative,-0.9801
19641,Drank in My Cup,Kirko Bangz,1.0,negative,-0.6709
19642,You Don't Know Her Like I Do,Brantley Gilbert,1.0,positive,0.9559
19643,Raise Your Weapon,deadmau5,1.0,positive,0.8654
19644,Call Me Maybe,Carly Rae Jepsen,1.0,negative,-0.9981
19645,Birthday Cake,Rihanna,1.0,negative,-0.9393
19646,Springsteen,Eric Church,1.0,positive,0.9726
19647,Fly Over States,Jason Aldean,1.0,positive,0.9271
19648,Brokenhearted,Karmin,1.0,positive,0.9724
19649,UP! (Beat The P*ssy UP) [Street],"LoveRance, Iamsu!, Skipper",1.0,positive,0.9288
19650,Drunk On You,Luke Bryan,1.0,positive,0.9833
19651,Everybody Talks,Neon Trees,1.0,positive,0.933
19652,Midnight City,M83,1.0,neutral,0.0
19653,4AM,Melanie Fiona,1.0,negative,-0.9005
19654,Do It Like You (feat. Jeremih),"Diggy, Jeremih",1.0,positive,0.9984
19655,No Hurry,Zac Brown Band,1.0,neutral,-0.4821
19656,One Thing,One Direction,1.0,negative,-0.5667
19657,Even If It Breaks Your Heart,Eli Young Band,1.0,positive,0.8968
19658,Sex Ain't Better Than Love,Trey Songz,1.0,negative,-0.9993
19659,Leave You Alone,"Jeezy, Ne-Yo",1.0,negative,-0.9994
19660,TTYLXOX,Bella Thorne,1.0,positive,0.9945
19661,HYFR (Hell Ya Fucking Right),"Drake, Lil Wayne",1.0,positive,0.9982
19662,Loud,Mac Miller,1.0,negative,-0.9921
19663,Too Close,Alex Clare,1.0,positive,0.9984
19664,Give Your Heart a Break,Demi Lovato,1.0,negative,-0.9954
19665,Cashin' Out,Ca$h Out,1.0,positive,0.9325
19666,Somebody That I Used To Know (Glee Cast Version),Glee Cast,1.0,positive,0.9907
19667,Titanium (feat. Sia),"David Guetta, Sia",1.0,negative,-0.9902
19668,Little Talks,Of Monsters and Men,1.0,positive,0.9813
19669,Time Is Love,Josh Turner,1.0,positive,0.9979
19670,(Kissed You) Good Night,Gloriana,1.0,positive,0.9938
19671,Way Too Cold (Kanye West Feat. Dj Khaled Tribute Instrumental),Track Masters,1.0,negative,-0.9971
19672,Crew Love,"Drake, The Weeknd",1.0,positive,0.9979
19673,Got My Country On,Chris Cagle,1.0,positive,0.9924
19674,Ai Se Eu Te Pego - Ao Vivo,Michel Teló,1.0,neutral,0.0
19675,Fine By Me,Andy Grammer,1.0,positive,0.9911
19676,This Ole Boy,Craig Morgan,1.0,positive,0.9959
19677,We Run The Night,"Havana Brown, Pitbull",1.0,positive,0.9935
19678,Beers Ago,Toby Keith,1.0,positive,0.9044
19679,Eyes Wide Open,Gotye,1.0,neutral,-0.4404
19680,Same Damn Time,Future,1.0,negative,-0.9993
19681,Where Have You Been,Rihanna,1.0,positive,0.9785
19682,Tongue Tied,Grouplove,1.0,positive,0.9977
19683,Wanted,Hunter Hayes,1.0,positive,0.9974
19684,Postcard From Paris,The Band Perry,1.0,positive,0.9547
19685,Why Ya Wanna,Jana Kramer,1.0,positive,0.995
19686,Nobody's Perfect,"J. Cole, Missy Elliott",1.0,positive,0.9983
19687,The Fighter (feat. Ryan Tedder),Gym Class Heroes,1.0,negative,-0.9896
19688,Angel Eyes,Love and Theft,1.0,negative,-0.9811
19689,My Homies Still,"Lil Wayne, Big Sean",1.0,negative,-0.9987
19690,Want U Back,Cher Lloyd,1.0,positive,0.9862
19691,Over,Blake Shelton,1.0,positive,0.8165
19692,Glass,Thompson Square,1.0,positive,0.7213
19693,Gold on the Ceiling,The Black Keys,1.0,positive,0.6046
19694,Dark Side,Kelly Clarkson,1.0,positive,0.9986
19695,Thinkin Bout You,Frank Ocean,1.0,negative,-0.8722
19696,Go Get It,T.I.,1.0,negative,-0.9982
19697,Promises - Skrillex & Nero Remix,NERO,1.0,negative,-0.9989
19698,The A Team,Ed Sheeran,1.0,negative,-0.9432
19699,Fastest Girl in Town,Miranda Lambert,1.0,negative,-0.8882
19700,The One That Got Away,Jake Owen,1.0,positive,0.9575
19701,Neon,Chris Young,1.0,positive,0.8448
19702,Wanted You More,Lady A,1.0,neutral,0.3516
19703,Kiss Tomorrow Goodbye,Luke Bryan,1.0,positive,0.9958
19704,Try,P!nk,1.0,negative,-0.8573
19705,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),"Juicy J, Lil Wayne, 2 Chainz",1.0,negative,-0.9612
19706,I Don't Like,"Chief Keef, Lil Reese",1.0,positive,0.989
19707,Creepin',Eric Church,1.0,neutral,0.2558
19708,Til My Last Day,Justin Moore,1.0,positive,0.998
19709,Heart Skips a Beat (feat. Rizzle Kicks),"Olly Murs, Rizzle Kicks",1.0,positive,0.9939
19710,Young & Gettin' It (feat. Kirko Bangz),"Meek Mill, Kirko Bangz",1.0,negative,-0.9949
19711,All I Want for Christmas Is You,Mariah Carey,1.0,positive,0.923
19712,Cry - The Voice Performance,Cassadee Pope,1.0,negative,-0.9865
19713,Somebody's Heartbreak,Hunter Hayes,1.0,negative,-0.6769
19714,One Of Those Nights,Tim McGraw,1.0,positive,0.9635
19715,Rest Of My Life,"Ludacris, Usher, David Guetta",1.0,negative,-0.7793
19716,Neva End,Future,1.0,positive,0.9841
19717,Over You - The Voice Performance,Cassadee Pope,1.0,neutral,-0.3855
19718,Stubborn Love,The Lumineers,1.0,positive,0.9982
19719,Who Booty (Remix) (feat. French Montana),"Jonn Hart, French Montana",1.0,positive,0.9157
19720,Representin,"Ludacris, Kelly Rowland",1.0,positive,0.9985
19721,Long Live A$AP,A$AP Rocky,1.0,negative,-0.9906
19722,Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around,The Barden Bellas,1.0,positive,1.0
19723,Wagon Wheel,Darius Rucker,1.0,positive,0.9806
19724,Sail,AWOLNATION,1.0,negative,-0.9321
19725,Mama's Broken Heart,Miranda Lambert,1.0,negative,-0.9529
19726,Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",1.0,positive,0.999
19727,"She Don't Put It Down / Remix (feat. Fabolous, Twista, Tank)","Joe Budden, Fabolous, Twista, Tank",1.0,positive,0.9975
19728,I Can Take It From There,Chris Young,1.0,positive,0.9644
19729,Like Jesus Does,Eric Church,1.0,positive,0.996
19730,Wop (Official Version),J. Dash,1.0,positive,0.9691
19731,More Than Miles,Brantley Gilbert,1.0,positive,0.9156
19732,Anywhere With You,Jake Owen,1.0,positive,0.5293
19733,Gentleman,PSY,1.0,positive,0.938
19734,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,1.0,negative,-0.9955
19735,Lego House,Ed Sheeran,1.0,positive,0.9979
19736,Safe And Sound,Capital Cities,1.0,positive,0.9967
19737,Crazy Kids (feat. Juicy J),"Kesha, Juicy J",1.0,negative,-0.9029
19738,Born To Fly - The Voice Performance,Danielle Bradbery,1.0,positive,0.995
19739,Danny’s Song - The Voice Performance,The Swon Brothers,1.0,positive,0.9983
19740,Why - The Voice Performance,Michelle Chamuel,1.0,positive,0.9515
19741,Maybe It Was Memphis - The Voice Performance,Danielle Bradbery,1.0,positive,0.9861
19742,Ain't Worried About Nothin,French Montana,1.0,positive,0.9976
19743,One Day You'll Be Mine,Usher,1.0,negative,-0.9821
19744,I Can’t Tell You Why - The Voice Performance,The Swon Brothers,1.0,neutral,-0.2008
19745,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",1.0,negative,-0.8176
19746,Let Her Go,Passenger,1.0,positive,0.9829
19747,Vivir Mi Vida,Marc Anthony,1.0,positive,0.6031
19748,Honest,Future,1.0,positive,0.9983
19749,Propuesta Indecente,Romeo Santos,1.0,neutral,0.4696
19750,Timber (feat. Ke$ha),"Pitbull, Kesha",1.0,positive,0.9967
19751,Stay The Night - Featuring Hayley Williams Of Paramore,"Zedd, Hayley Williams",1.0,positive,0.7838
19752,Closer,Tegan and Sara,1.0,positive,0.995
19753,All Kinds of Kinds,Miranda Lambert,1.0,positive,0.9136
19754,Livin' On A Prayer,Bon Jovi,1.0,positive,0.9858
19755,Hallelujah - The Voice Performance,Matthew Schuler,1.0,positive,0.9999
19756,Everybody's Got Somebody but Me (feat. Jason Mraz) - Encore,"Hunter Hayes, Jason Mraz",1.0,positive,0.9883
19757,The Christmas Song (Merry Christmas To You),Nat King Cole,1.0,positive,0.9062
19758,Rockin' Around The Christmas Tree,Brenda Lee,1.0,positive,0.9868
19759,I Have Nothing - The Voice Performance,Tessanne Chin,1.0,positive,0.9798
19760,"Let It Go - From ""Frozen / Single Version",Demi Lovato,1.0,positive,0.7111
19761,Let It Be - The Voice Performance,"Tessanne Chin, Adam Levine",1.0,negative,-0.824
19762,"For the First Time in Forever - From ""Frozen""/Soundtrack Version","Kristen Bell, Idina Menzel",1.0,positive,0.995
19763,Loyal (feat. Lil Wayne & Tyga),"Chris Brown, Lil Wayne, Tyga",1.0,negative,-0.9992
19764,"Love Is an Open Door - From ""Frozen""/Soundtrack Version","Kristen Bell, Santino Fontana",1.0,positive,0.9946
19765,"Move That Doh (feat. Pharrell, Pusha T & Casino)","Future, Pharrell Williams, Pusha T, Casino",1.0,positive,0.9966
19766,Can't Raise a Man,K. Michelle,1.0,positive,0.9874
19767,Cut Her Off (feat. 2 Chainz),K CAMP,1.0,negative,-0.9977
19768,Wiggle (feat. Snoop Dogg),"Jason Derulo, Snoop Dogg",1.0,positive,0.9501
19769,Chandelier,Sia,1.0,positive,0.9395
19770,Baby One More Time - Recorded at Spotify Studios New York City,Ed Sheeran,1.0,negative,-0.914
19771,V. 3005,Childish Gambino,1.0,neutral,-0.4889
19772,Don't Tell 'Em,"Jeremih, YG",1.0,positive,0.9866
19773,Fight Night,Migos,1.0,negative,-0.9939
19774,Foreign,Trey Songz,1.0,neutral,-0.4917
19775,Hot Boy,Bobby Shmurda,1.0,negative,-0.8766
19776,No Flex Zone,Rae Sremmurd,1.0,positive,0.9799
19777,Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",1.0,positive,0.9072
19778,Booty,"Jennifer Lopez, Pitbull",1.0,positive,0.991
19779,Centuries,Fall Out Boy,1.0,negative,-0.8619
19780,Jealous,Nick Jonas,1.0,negative,-0.8848
19781,I'm Not The Only One,"Sam Smith, A$AP Rocky",1.0,negative,-0.9791
19782,24 Hours (feat. 2 Chainz),"TeeFLii, 2 Chainz",1.0,positive,0.5661
19783,Heroes (we could be),"Alesso, Tove Lo",1.0,positive,0.9983
19784,Handsome And Wealthy,Migos,1.0,positive,0.9777
19785,Bobby Bitch,Bobby Shmurda,1.0,negative,-0.9998
19786,Baby It's Cold Outside (duet with Michael Bublé),"Idina Menzel, Michael Bublé",1.0,positive,0.9923
19787,The Hanging Tree,"James Newton Howard, Jennifer Lawrence",1.0,negative,-0.97
19788,Velvet - The Voice Performance,Chris Jamison,1.0,positive,0.9413
19789,Lost Without U - The Voice Performance,"Chris Jamison, Adam Levine",1.0,positive,0.9994
19790,Prayer In C (Robin Schulz Radio Edit),"Lilly Wood and The Prick, Robin Schulz",1.0,negative,-0.5787
19791,Lonely Soldier,Damien Rice,1.0,negative,-0.9911
19792,Elastic Heart,Sia,1.0,positive,0.9809
19793,Earned It (Fifty Shades Of Grey),The Weeknd,1.0,positive,0.9987
19794,Ain’t Worth The Whiskey,Cole Swindell,1.0,negative,-0.9919
19795,I Mean It (feat. Remo),"G-Eazy, Remo",1.0,positive,0.8895
19796,Somebody,"Natalie La Rose, Jeremih",1.0,positive,0.9494
19797,Chains,Nick Jonas,1.0,positive,0.9957
19798,Lay Me Down,"Sam Smith, John Legend",1.0,positive,0.9521
19799,Preach,"Drake, PARTYNEXTDOOR",1.0,positive,0.9699
19800,Legend,Drake,1.0,negative,-0.9284
19801,"Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,1.0,positive,0.9909
19802,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",Annie Lennox,1.0,positive,0.976
19803,You Know You Like It,"DJ Snake, AlunaGeorge",1.0,negative,-0.9973
19804,El Perdón - Forgiveness,"Nicky Jam, Enrique Iglesias",1.0,negative,-0.9976
19805,Imagine - The Voice Performance,Sawyer Fredericks,1.0,negative,-0.9842
19806,This Summer,Maroon 5,1.0,negative,-0.9992
19807,Old Man - The Voice Performance,Sawyer Fredericks,1.0,negative,-0.969
19808,"I Need Your Love (feat. Mohombi, Faydee & Costi)","Shaggy, Mohombi, Faydee, Costi",1.0,positive,0.9982
19809,Beautiful Now - Dirty South Remix,"Zedd, Jon Bellion, Dirty South",1.0,positive,0.9995
19810,I Don't Get Tired (#IDGT) (feat. August Alsina),"Kevin Gates, August Alsina",1.0,positive,0.9951
19811,Planez,"Jeremih, J. Cole",1.0,negative,-0.988
19812,Hood Go Crazy,"Tech N9ne, 2 Chainz, B.o.B",1.0,negative,-0.9959
19813,Should’ve Been Us,Tori Kelly,1.0,negative,-0.5943
19814,Lord Knows (feat. Tory Lanez),"Meek Mill, Tory Lanez",1.0,negative,-0.9996
19815,Jump Out the Face (feat. Future),"Meek Mill, Future",1.0,positive,0.8778
19816,Straight Outta Compton,N.W.A.,1.0,negative,-0.9996
19817,Boyz-N-The-Hood,Eazy-E,1.0,negative,-0.9942
19818,Love Myself,Hailee Steinfeld,1.0,positive,0.9982
19819,About You,Trey Songz,1.0,positive,0.9963
19820,Blasé (feat. Future & Rae Sremmurd),"Ty Dolla $ign, Future, Rae Sremmurd",1.0,positive,0.9902
19821,Nothing but Trouble - Instagram Models,"Lil Wayne, Charlie Puth",1.0,positive,0.9701
19822,RGF Island,Fetty Wap,1.0,negative,-0.9879
19823,Scholarships,"Drake, Future",1.0,positive,0.9865
19824,I'm The Plug,"Drake, Future",1.0,negative,-0.6882
19825,Stay A Little Longer,Brothers Osborne,1.0,positive,0.9704
19826,Change Locations,"Drake, Future",1.0,positive,0.9933
19827,Great Is Thy Faithfulness - The Voice Performance,Jordan Smith,1.0,positive,0.9967
19828,Do It Like Me,DLOW,1.0,neutral,0.0719
19829,Been You,Justin Bieber,1.0,negative,-0.984
19830,Get Used To It,Justin Bieber,1.0,positive,0.993
19831,Mary Did You Know - The Voice Performance,Jordan Smith,1.0,positive,0.9552
19832,Burning House - The Voice Performance,Emily Ann Roberts,1.0,negative,-0.8615
19833,One Call Away,Charlie Puth,1.0,positive,0.9866
19834,Used To Love You,Gwen Stefani,1.0,positive,0.9987
19835,Climb Every Mountain - The Voice Performance,Jordan Smith,1.0,positive,0.936
19836,God Only Knows - The Voice Performance,"Jordan Smith, Adam Levine",1.0,positive,0.9915
19837,Somebody To Love - The Voice Performance,Jordan Smith,1.0,positive,0.9969
19838,Walking On A Dream,Empire of the Sun,1.0,positive,0.9058
19839,Bang My Head (feat. Sia & Fetty Wap),David Guetta,1.0,negative,-0.9166
19840,Let It Go,James Bay,1.0,negative,-0.7368
19841,Middle,"DJ Snake, Bipolar Sunshine",1.0,positive,0.9829
19842,Lean and Dabb,iLoveMemphis,1.0,positive,0.988
19843,My Church,Maren Morris,1.0,positive,0.9947
19844,Think of You (Duet with Cassadee Pope) - Story Behind the Song,Chris Young,1.0,positive,0.9952
19845,Piece by Piece - Idol Version,Kelly Clarkson,1.0,positive,0.9976
19846,The Sound of Silence,Disturbed,1.0,negative,-0.6362
19847,Saved (feat. E-40),"Ty Dolla $ign, E-40",1.0,neutral,-0.3632
19848,Law (feat. E-40),"Yo Gotti, E-40",1.0,positive,0.9809
19849,Moolah,Young Greatness,1.0,positive,0.9713
19850,If It Ain't Love,Jason Derulo,1.0,positive,0.9937
19851,My Boo,Ghost Town DJs,1.0,positive,0.997
19852,You Don't Own Me,Lesley Gore,1.0,positive,0.9904
19853,I’m Sorry - The Voice Performance,Adam Wakefield,1.0,positive,1.0
19854,Treat You Better,Shawn Mendes,1.0,positive,0.9937
19855,With You Tonight (Hasta El Amanecer),Nicky Jam,1.0,positive,0.9924
19856,Broccoli (feat. Lil Yachty),"Shelley FKA DRAM, Lil Yachty",1.0,neutral,0.2564
19857,Sweatshirt,Jacob Sartorius,1.0,positive,0.9427
19858,DUELE EL CORAZON (English Version) (feat. Tinashe & Javada),"Enrique Iglesias, Tinashe, Javada",1.0,positive,0.9674
19859,Body Say,Demi Lovato,1.0,positive,0.9794
19860,M.I.L.F. $,Fergie,1.0,positive,0.8592
19861,No Shopping (feat. Drake),"French Montana, Drake",1.0,positive,0.9565
19862,Hit or Miss,Jacob Sartorius,1.0,positive,0.9991
19863,Pick Up The Phone (feat. Quavo),"Young Thug, Travis Scott, Quavo",1.0,positive,0.9951
19864,Don't Wanna Know (feat. Kendrick Lamar),"Maroon 5, Kendrick Lamar",1.0,positive,0.9988
19865,HandClap,Fitz and The Tantrums,1.0,positive,0.9044
19866,Mercy,Shawn Mendes,1.0,positive,0.9992
19867,Ain't My Fault,Zara Larsson,1.0,positive,0.9918
19868,CRZY,Kehlani,1.0,negative,-0.9924
19869,Hallelujah,Pentatonix,1.0,positive,0.9996
19870,Hallelujah,Leonard Cohen,1.0,positive,0.9998
19871,Say You Won’t Let Go - Acoustic Cover,"James Arthur, Kate Nite",1.0,positive,0.9957
19872,Greenlight (feat. Flo Rida & LunchMoney Lewis),"Pitbull, Flo Rida, LunchMoney Lewis",1.0,positive,0.996
19873,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",1.0,negative,-0.9765
19874,Jingle Bell Rock,Bobby Helms,1.0,positive,0.8442
19875,everybody dies,J. Cole,1.0,negative,-0.9839
19876,How Far I'll Go,Auli'i Cravalho,1.0,positive,0.917
19877,At Last - The Voice Performance,Sundance Head,1.0,positive,0.9905
19878,Die For You,The Weeknd,1.0,negative,-0.9985
19879,OTW,DJ Luke Nasty,1.0,neutral,-0.0516
19880,Red Opps,21 Savage,1.0,negative,-0.9998
19881,Water,Ugly God,1.0,negative,-0.9963
19882,Way down We Go,KALEO,1.0,positive,0.9561
19883,Timeless (feat. DJ SPINKING),"A Boogie Wit da Hoodie, DJ SpinKing",1.0,negative,-0.9928
19884,beibs in the trap,Travis Scott,1.0,negative,-0.9854
19885,Cold (feat. Future),"Maroon 5, Future",1.0,positive,0.9764
19886,Guys My Age,Hey Violet,1.0,positive,0.9978
19887,Everything 1k,Kodak Black,1.0,positive,0.9413
19888,Cash Me Outside (#CashmeOutside),DJ Suede The Remix God,1.0,positive,0.755
19889,It Aint Me,Selena Marie,1.0,positive,0.9988
19890,Some Kind Of Drug (feat. Marc E. Bassy),"G-Eazy, Marc E. Bassy",1.0,positive,0.9796
19891,El Amante,Nicky Jam,1.0,negative,-0.9556
19892,Changed It,"Nicki Minaj, Lil Wayne",1.0,negative,-0.9981
19893,PRBLMS,6LACK,1.0,negative,-0.9993
19894,Cake - Challenge Version,"Flo Rida, 99 Percent",1.0,positive,0.9603
19895,The Night We Met,Lord Huron,1.0,negative,-0.9571
19896,Attention,Charlie Puth,1.0,positive,0.8693
19897,Rollin (feat. Future & Khalid),"Calvin Harris, Future, Khalid",1.0,negative,-0.964
19898,My Old Man,Zac Brown Band,1.0,positive,0.9726
19899,Felices los 4,Maluma,1.0,negative,-0.91
19900,Ghost In This House - The Voice Performance,Lauren Duski,1.0,negative,-0.9986
19901,Nobody Else but You,Trey Songz,1.0,positive,0.996
19902,JERIKA,"Jake Paul, Erika Costell, Uncle Kade",1.0,positive,0.9958
19903,No Complaints (feat. Offset & Drake) (Bonus),"Metro Boomin, Offset, Drake",1.0,negative,-0.9923
19904,Perplexing Pegasus - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi",1.0,negative,-0.9606
19905,Untouchable,YoungBoy Never Broke Again,1.0,negative,-0.7559
19906,It's Goin' Down,"Dove Cameron, Sofia Carson, Cameron Boyce, Booboo Stewart, China Anne McClain, Mitchell Hope, Thomas Doherty, Dylan Playfair",1.0,negative,-0.9931
19907,Fuck Love (feat. Trippie Redd),"XXXTENTACION, Trippie Redd",1.0,positive,0.8016
19908,Transportin',Kodak Black,1.0,negative,-0.9304
19909,Havana (feat. Young Thug),"Camila Cabello, Young Thug",1.0,positive,0.8693
19910,Sauce It Up,Lil Uzi Vert,1.0,negative,-0.9956
19911,Everybody Dies In Their Nightmares,XXXTENTACION,1.0,negative,-0.9983
19912,444+222,Lil Uzi Vert,1.0,negative,-0.9961
19913,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",1.0,positive,0.9735
19914,How Long,Charlie Puth,1.0,positive,0.9913
19915,High End (feat. Future & Young Thug),"Chris Brown, Future, Young Thug",1.0,neutral,-0.4423
19916,Too Hotty,"Quality Control, Migos, Eurielle",1.0,negative,-0.9998
19917,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),"Gucci Mane, Slim Jxmmi, Young Dolph",1.0,neutral,-0.4159
19918,Rap Saved Me,"21 Savage, Offset, Metro Boomin, Quavo",1.0,negative,-0.9871
19919,The Plan,G-Eazy,1.0,negative,-0.9991
19920,It's the Most Wonderful Time of the Year,Andy Williams,1.0,positive,0.9964
19921,A Holly Jolly Christmas - Single Version,Burl Ives,1.0,positive,0.9966
19922,Last Christmas,Wham!,1.0,positive,0.996
19923,Feliz Navidad,José Feliciano,1.0,positive,0.9987
19924,KOODA,6ix9ine,1.0,negative,-0.9993
19925,Codeine Dreaming (feat. Lil Wayne),"Kodak Black, Lil Wayne",1.0,positive,0.9898
19926,Tennessee Rain - The Voice Performance,Addison Agen,1.0,negative,-0.9787
19927,Wish I Didn’t Love You - The Voice Performance,Chloe Kohanski,1.0,positive,0.995
19928,My Dawg,Lil Baby,1.0,positive,0.9093
19929,MIC Drop (Steve Aoki Remix) [Full Length Edition],"BTS, Steve Aoki",1.0,negative,-0.8425
19930,No Smoke,YoungBoy Never Broke Again,1.0,negative,-0.9927
19931,"Ice Tray (Quality Control, Quavo & Lil Yachty)","Quality Control, Quavo, Lil Yachty",1.0,negative,-0.9942
19932,I Pray - The Voice Performance,Red Marlow,1.0,positive,0.9869
19933,Believe,Eminem,1.0,negative,-0.9686
19934,All On Me,Devin Dawson,1.0,negative,-0.969
19935,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",1.0,positive,0.9406
