title,artist
Uh Huh,Julia Michaels
Ultralife,Oh Wonder
Um Yea,Cardi B
Unapologetically,Kelsea Ballerini
Unbreakable,Of Mice & Men
Under a Million Lights,Tom Chaplin
Under Stars,Amy MacDonald
Undercover,Kehlani
Underwater,Elizabeth And The Catapult
Unforgettable,French Montana
Unforgettable,Thomas Rhett
Until My Voice Goes Out,Josh Abbott Band
Until the Next Time,Dropkick Murphys
Until the Pain is Gone,Daley
Untouchable,Eminem
Up All Night,Beck
Up Down,Morgan Wallen
Us,Spoon
Use Me,Future
Vacation,Dirty Heads
Veins,Feeder
Velvet 4 Sale,U.S. Girls
Victoria Train Station Massacre,The Fall
Villains Of Circumstance,Queens of the Stone Age
Visa Vulture,Shame
Visions of a Life,Wolf Alice
Voices in the Field,Calexico
Vultures,Asking Alexandria
Wacky Tobaccy,Toby Keith
Wait,Maroon 5
Wait For Her,Roger Waters
Wait In The Car,The Breeders
Waiting,Jake Bugg
Waiting for the Tide,Cody Simpson & The Tide
Wake Me Up,Remy Ma
Wake Up Alone,The Chainsmokers
Waking Lions,Pop Evil
Waking Up Slow,Gabrielle Aplin
Walk It Back,The National
Walk on Water,30 Seconds to Mars
Walk On Water,Eminem
Walking Away,Haim
Walking on Water,Needtobreathe
Walking The Wire,Imagine Dragons
Wall of Glass,Liam Gallagher
Wanderlust,Black Country Communion
Want You Back,Haim
Wanted You,Nav
Warning Bell,Joan as Police Woman
Warrior,Paloma Faith
Wash Me Away,Old Sea Brigade
Wasted Acres,Grizzly Bear
Watching Him Fade Away,Mac DeMarco
Watered Down,Trace Adkins
Way Back,TLC
We a Famly,The Flaming Lips
We All Carry Something,Joe Nichols
We Can Always Come Back To This,Brian Tyree Henry
We Could Be Free,Vic Mensa
We Fight,Dashboard Confessional
We Go Home Together,Mount Kimbie
We Got The Power,Gorillaz
We Own The Night,Hollywood Undead
We Went to the Beach,Little Big Town
We Were Raised Under Grey Skies,JP Cooper
We're on the Road Again,Ringo Starr
We've Got Something They Don't,Shania Twain
Weak,AJR
Weakness,Margo Price
Week Without You,Miley Cyrus
Weekend Woman,Weezer
What About Us,Pink
What Do I Know?,Ed Sheeran
What Keeps You Up At Night,Lee Brice
What Lovers Do,Maroon 5
What Makes You Country,Luke Bryan
What The Hell Is It This Time?,Sparks
What To Do,Bandits On The Run
What We've Got,Amanda Anne Platt & The Honeycutters
Whatever It Takes,Imagine Dragons
Whatever It Takes,Hollywood Undead
Whatever You Need,Meek Mill
Whatever You Want,Pink
When A Grown Man Cries,Brian Owens & the Deacons of Soul
When A Hero Dies,Thor
When I Pray For You,Dan + Shay
When I Was Young,Mø
When I'm In Need,Liam Gallagher
When It Rains It Pours,Luke Combs
When Someone Stops Loving You,Little Big Town
When the God of Love Returns There'll Be Hell to Pay,Father John Misty
When the Good Guys Win,Granger Smith
When the World Was at War We Kept Dancing,Lana Del Rey
When They Call My Name,Black Veil Brides
When We,Tank
When We Die,Tricky
Where Did It Go?,Asking Alexandria
Where Do We Go When We Go,Neck Deep
Where's the Bass Amp?,Superfood
Where's the Revolution,Depeche Mode
While We're Young,Jhené Aiko
Whiskey,Maroon 5
White Man's World,Jason Isbell
White Mustang,Lana Del Rey
Who Dat Boy,"Tyler, the Creator"
Who's Gonna Be Your Girl,Shania Twain
Who's Your Farmer,Chris Janson
Whole Lotta Woman,Kelly Clarkson
Why Not Tonight,Dustin Lynch
Why We Call Each Other,Dustin Lynch
Why Why Why,Wu-Tang Clan
Wicked,Lee Ann Womack
Wild Fire,Laura Marling
Wild Hearts Can't Be Broken,Pink
Wild Once,Laura Marling
Wild Thoughts,DJ Khaled
Wildfire,blink-182
Will He,Joji
Wilshire Protest,Cold War Kids
Windy City,Alison Krauss
Wings,Tori Amos
Wings,Vic Mensa
Wins & Losses,Meek Mill
Without You,Avicii
Witness,Benjamin Booker
Woke Up Late,Drax Project
Wokeuplikethis,Playboi Carti
Wolves,Selena Gomez
Woman,Kesha
Won't He Do It,Koryn Hawthorne
Wonder,Josh Turner
Wonder,Hillsong United
Wonderful Woman,Chuck Berry
Wonderful Wonderful,The Killers
Woo Sé Mama,Paul Weller
Woo Woo,Sheryl Crow
Word Of Life,Jeremy Camp
Words Are Few,Snoop Dogg
Workin On It,Andy Grammer
World Gone Mad,Bastille
Worst In Me,Julia Michaels
Worth It,Lecrae
Worth It,Danielle Bradbery
Wot U Gonna Do?,Dizzee Rascal
Would You Call That Love,Kelly Clarkson
Writer in the Dark,Lorde
Written in the Sand,Old Dominion
XO Tour Llif3,Lil Uzi Vert
XXX.,Kendrick Lamar
Y U Dont Love Me? (Miss Amerikkka),Joey Bada$$
YAH.,Kendrick Lamar
Yamaben,The Waterboys
Yemaya,Kele Okereke
Yesterday,Imagine Dragons
Yesterday's Gone,Loyle Carner
You,Keyshia Cole
You Ain't Here To Kiss Me,Brett Young
You Already Know,Fergie
You Are Mine,Eisley
You Are the Reason,Calum Scott
You Are We,While She Sleeps
You Belong To Me,Cat
You Better Run,Liam Gallagher
You Broke Up With Me,Walker Hayes
You Da Baddest,Future
You Don't Do It For Me,Demi Lovato
You Don't Know Me,AJ Tracey
You Know Where to Find Me,Carly Pearce
You Look Certain (I'm Not So Sure),Mount Kimbie
You Look Good,Lady A
You Make It Feel Like Christmas,Gwen Stefani
You Never Knew,Haim
You Never Loved Me,Aimee Mann
You Shouldn't Look At Me That Way,Elvis Costello
You're Gonna Live Forever In Me,John Mayer
You're In It,Granger Smith
You're In Love With A Psycho,Kasabian
You're Somebody Else,Flora Cash
You're the Best Thing About Me,U2
Young,The Chainsmokers
Young And Menace,Fall Out Boy
Young Black America,Meek Mill
Young Up,Feist
"Young, Dumb and Broke",Khalid
Younger Now,Miley Cyrus
Your Hand I Will Never Let It Go,Stevie Nicks
Your Life,Hollywood Undead
Your Song,Rita Ora
Yours If You Want It,Rascal Flatts
Yuk Foo,Wolf Alice
Échame La Culpa,Luis Fonsi
$20 Fine,Jimi Hendrix
﻿(F--- A) Silver Lining,Panic! At The Disco
"1, 2, 3 - Mississippi",Brett Young
10 Freaky Girls,Metro Boomin
1933,Frank Turner
1950,King Princess
1969,Kim Wilde
"1985 (Intro to ""The Fall Off"")",J. Cole
1999,Charli XCX
2002,Anne-Marie
21st Century Survival Blues,Frank Turner
24/7,Meek Mill
3 Nights,Dominic Fike
44 More,Logic
44/876,Sting & Shaggy
4rm Me to U,Rich Homie Quan
4th Dimension,Kids See Ghosts
5 Dollars,Christine and the Queens
5% Tint,Travis Scott
60 & Punk,Death Cab for Cutie
65th & Ingleside,Chance the Rapper
66,Lil Yachty
7 Days,Alessia Cara
7 Rings,Ariana Grande
713,The Carters
8 Gods of Harlem,Rosanne Cash
8 out of 10,Drake
90's Country,Walker Hayes
99,Barns Courtney
A Boat To An Island On The Wall,Ben Howard
A Different Gun,Johnny Marr
A Lifetime to Repair,Kylie Minogue
A Little Honey,Nathaniel Rateliff & the Night Sweats
A Little More,Alessia Cara
A Lot,21 Savage
A Million Bucks On A Queen Motel Bed,Eric Hutchinson
A Million Dreams,Ziv Zaifman
A Million Lights,Michael W. Smith
A Reason to Fight,Disturbed
A Youth Written In Fire,Snow Patrol
A$AP Forever,A$AP Rocky
About You,Mike Shinoda
Abulia and Akrasia,Jack White
Accelerate,Christina Aguilera
Accidentally On Purpose,The Shires
Act Up,City Girls
Actor Attractor,Johnny Marr
Actual Pain,Good Charlotte
Adrenaline,Bury Tomorrow
Advice,Cadet
After the Storm,Kali Uchis
Aftermath,Rolo Tomassi
Age of Man,Greta Van Fleet
Air Force,DigDat
Airplane pt. 2,BTS
Alcohol You Later,Mitchell Tenpenny
Algorithm,Muse
All Day Long,Garth Brooks
All For You,Years & Years
All Girls Are The Same,Juice WRLD
All Hell Broke Loose,Montgomery Gentry
All I Am,Jess Glynne
All I Am,Alice in Chains
All Mine,Kanye West
All My Dreams,Richard Ashcroft
All My Friends,The Revivalists
All Nerve,The Breeders
All of It,Cole Swindell
All or Nothing,Naughty Boy
All Out Life,Slipknot
All The Stars,Kendrick Lamar
All These Hellos,Louise Goffin
All to Myself,Dan + Shay
All We Know,Alessia Cara
Allison's Gone,Hawk
Alone,Toto
Already Gone,Disturbed
Always In My Dreams,Joan Armatrading
Always Remember Us This Way,Lady Gaga
American Bad Dream,Kane Brown
American Made,Dee Snider
American Scandal,Ashley McBryde
American Sports,Arctic Monkeys
Amorfoda,Bad Bunny
Andy (I Can't Live Without You),Ashley McBryde
Angels,Danny Worsnop
Anna Wintour,Azealia Banks
Annabel,Ash
Answerphone,Banx & Ranx
Anthem,Greta Van Fleet
Antidote,Tara Lynch
Apes--t,The Carters
Are You Just Sleeping?,Sheridan Smith
Are You Ready,Disturbed
Armed & Dangerous,Juice WRLD
Armor,Sara Bareilles
Arms Around You,XXXTENTACION
As I Am,H.E.R.
Asking for a Friend,Devin Dawson
ATM,J. Cole
Ay Caramba,Stay Flee Get Lizzy
Azukita,Steve Aoki
Babe,Sugarland
Baby,Clean Bandit
"Baby, I'm A Queen",Sofi Tukker
Back Again,You Me at Six
Back and Forth,MK
Back In My Body,Maggie Rogers
Back Porch Bottle Service,AJ McLean
Back to Life,Rascal Flatts
Back to You,Selena Gomez
Backin' It Up,Pardison Fontaine
Backup Plan,Plested
Bad,XXXTENTACION
Bad Dreams,Pete Yorn and Scarlett Johansson
Bad Girlfriend,Anne-Marie
Bad Liar,Imagine Dragons
Bad Luck,Neko Case
Bad Vibe,M.O
Ball for Me,Post Malone
Bandito,Twenty One Pilots
Barbie Dreams,Nicki Minaj
Barbie Tingz,Nicki Minaj
Barrowland Star,Simple Minds
Basic Needs,Jonathan Davis
Bastards,Machine Head
Batphone,Arctic Monkeys
Be Alright,Dean Lewis
Be Careful,Cardi B
Be Legendary,Pop Evil
Be More Kind,Frank Turner
Beach House,The Chainsmokers
Beautiful Crazy,Luke Combs
Beautiful Day,Vincent Poag
Beautifully Broken,Plumb
Bebe,6ix9ine
Become The Storm,Dee Snider
Bed,Nicki Minaj
Before The Water Gets Too High,Parquet Courts
Behind Barz,Drake
Beloved,Mumford & Sons
Best Days,Lissie
Best Life,Cardi B
Best Seat in the House,Blackberry Smoke
Best Shot,Jimmie Allen
Best Years of My Life,Pistol Annies
Bet Ain't Worth The Hand,Leon Bridges
Better,Khalid
Better At Being Who I Am,Jason Aldean
Better Boat,Kenny Chesney
Better Now,Post Malone
Better Off,Ariana Grande
Between The Lines,Robyn
Bickenhead,Cardi B
Big Bank,YG
Big God,Florence + the Machine
Big Mouth,Nikki Yanofsky
Big Ole Freak,Megan Thee Stallion
Big Shot,Kendrick Lamar
Bigger Than This,Jo Dee Messina
Bigger Than You,2 Chainz
Bike Lane,Stephen Malkmus & the Jicks
Bird in a Cage,Sugarland
Birthday,All Time Low
Black,Cat Power
Black Effect,The Carters
Black Holes,Mallory Knox
Black Moon Rising,Black Pumas
Black Panther,Kendrick Lamar
Black Vultures,Halestorm
Blight,Tim Higgins
Blood Red Roses,Rod Stewart
Blue Tacoma,Russell Dickerson
Blue Tint,Drake
Blur,Mø
BMT,Fredo
Body,Glowie
Body Count,Jessie Reyez
Body Talks,The Struts
Bombs Above,Jeff Tweedy
Bone Dry,Eels
Born To Be Strangers,Richard Ashcroft
Born To Live,Marianne Faithfull
Boss,The Carters
Botanical Gardens,Don McLean
Bottoms Up,The Boyboy West Coast
Boulevard Of Broken Hearts,Slash
Bowie,Paul Weller
BRACKETS,J. Cole
Break Up In The End,Cole Swindell
Breakfast Epiphany,Boy Azooga
Breathin,Ariana Grande
Brokenhearted,William Michael Morgan
Brooklyn,Fickle Friends
Bubblin',Anderson Paak
Bucked Off,Brad Paisley
Bulletproof,Godsmack
Bullets,Needtobreathe
Burn the Ships,For King & Country
Burning Man,Dierks Bentley
Burnt Sugar Is So Bitter,Elvis Costello
Bus to Tampa Bay,Tom Petty & the Heartbreakers
Businessman,Josh Rouse
Butterflies,AJ Tracey
Buzzkill,Ash
California (The Way I Say I Love You),Good Charlotte
Call Me Sir,Train
Call Out My Name,The Weeknd
Calldrops,A$AP Rocky
Can't Be Broken,Lil Wayne
Can't Deny Me,Pearl Jam
Can't Quit You,Danielle Cormier
Can't Say,Travis Scott
Can't Take a Joke,Drake
Capital Letters,Hailee Steinfeld
Cappuccino City,Rolling Blackouts Coastal Fever
Carousel,Travis Scott
Castles,Lissie
Catch,Brett Young
Catharsis,Machine Head
Caught Up in the Country,Rodney Atkins
Certified Rose,Roger Daltrey
Chances,Backstreet Boys
Chanel (Go Get It),Young Thug
Change,Charlie Puth
Changed My Mind,Tove Styrke
Changes,XXXTENTACION
Changing,Conrad Sewell
Chaos and Earthquakes,Nonpoint
Chapters,Brett Young
Charity,Courtney Barnett
Chasin' You,Morgan Wallen
Chasing Fire,Lauv
Chemicals,Parker Bossley
China Dolls,Tom Odell
Chinatown,Louise Goffin
Chlorine,Twenty One Pilots
Chokehold,Slaves
Chun-Li,Nicki Minaj
Clandestino,Shakira
Clever,Beartooth
Close,Rae Sremmurd
Close Friends,Lil Baby
Close To Me,Ellie Goulding
Closer To You,Carly Pearce
Coco Chanel,Nicki Minaj
Coldplay,Mr. Hudson
Collapse,Gomez
Colonizer,tUnE-yArDs
Colors,Jason Derulo
Come Around,Papa Roach
Come On to Me,Paul McCartney
Come Out and Play,Billie Eilish
Come Out To LA,Don Broco
Comfortable,Alessia Cara
Coming Home,Keith Urban
Coming Home (Pt 2),James
Commissary,Pistol Annies
Confidante,Paul McCartney
Conflicted,Halestorm
Connected By Love,Jack White
Connection,OneRepublic
Consequences,Camila Cabello
Contretemps,Rolo Tomassi
Cool,Rachel Reinert
Cool Like You,Blossoms
Corporation,Jack White
Count It Up,Field Music
Count Me In,Lil Yachty
Coup De Grace,Miles Kane
Cowboy,Alma
Cozy Little Christmas,Katy Perry
Creep,Goat Girl
Crippling Self-Doubt and a General Lack of Confidence,Courtney Barnett
Crossing a Line,Mike Shinoda
Cry,Anne-Marie
Cry Pretty,Carrie Underwood
Cudi Montage,Kids See Ghosts
Curse of the Contemporary,LUMP
Curse of the I-5 Corridor,Neko Case
Código,George Strait
Dad's Old Number,Cole Swindell
Damaged Goods,Monique DeBose
Dame Tu Cosita,El Chombo
Damn (What Must A Woman Do),Christine and the Queens
Dance To This,Troye Sivan
Dancing,Kylie Minogue
Dancing Forever,Michael Ray
Dancing's Not A Crime,Panic! At The Disco
Dangerous,Meek Mill
Dangerous Night,30 Seconds to Mars
Danny Nedelko,Idles
Dark Horse,Devin Dawson
Dark Saturday,Metric
Dark Side of The Moon,Lil Wayne
Darkness Visible,Mumford & Sons
David Ashley Parker From Powder Springs,Travis Denning
Day In Day Out,Johnny Marr
Ddu-Du Ddu-Du,BlackPink
Dead Boys,Sam Fender
Dead Friends,Rich The Kid
Dead Hearts (Love Thy Enemy),Dee Snider
Death Is Not Defeat,Architects
Death Will Bring Change,Parquet Courts
Dedicate,Lil Wayne
Dedication,Nipsey Hussle
Defender,Francesca Battistelli
Delta,Mumford & Sons
Desperate Man,Eric Church
Despite Repeated Warnings,Paul McCartney
Despoiler of a Cadaver,Ty Segall
Devil,Shinedown
Didn't I,Rod Stewart
Die Free,Fireflight
Dinero,Jennifer Lopez
Dip (Remix),Tyga
Diplomatic Immunity,Drake
Dirty,Sevendust
Dirty Computer,Janelle Monáe
Disappear,Tonight Alive
Disappearing Act,Gretchen Peters
Disease,Beartooth
Disillusioned,A Perfect Circle
Dixie Avenue,Old Crow Medicine Show
Django Jane,Janelle Monáe
Do It Now,Paul McCartney
Do Not Disturb,Halestorm
Do Your Worst,Rival Sons
Doesn't Matter,Christine and the Queens
Doggytails,Snoop Dogg
Don't Beat the Girl Out of My Boy,Anna Calvi
Don't Belong In Hollywood,Tom Odell
Don't Come Out the House,Metro Boomin
Don't Cry,Lil Wayne
Don't Get Better Than That,LoCash
Don't Give In,Snow Patrol
Don't Go,Marianne Faithfull
Don't Go Breaking My Heart,Backstreet Boys
Don't Leave Me Alone,David Guetta
Don't Let Me Down,Sabrina Claudio
Don't Lie To Me,Barbra Streisand
Don't Make Me Wait,Sting & Shaggy
Don't Matter to Me,Drake
Don't Stay,X Ambassadors
Don't Wanna Write This Song,Brett Young
Done For Me,Charlie Puth
Double Death,White Denim
Down to the Honkytonk,Jake Owen
Downtown's Dead,Sam Hunt
Dreaming in the U.S.A.,Sting & Shaggy
Dressed To Suppress,Metric
Drew Barrymore,Bryce Vine
Drink About You,Kate Nash
Drinking Alone,Carrie Underwood
Drip,Cardi B
Drip Too Hard,Lil Baby and Gunna
Drive Me Wild,The Xcerts
Driving Rain,Slash
Drop Top,Keith Urban
Drowning Man,Eric Church
Drowns the Whiskey,Jason Aldean
Drunk In LA,Beach House
Drunk Me,Mitchell Tenpenny
Drunk People,Chris Lane
Duppy Freestyle,Drake
Dura,Daddy Yankee
Dying In LA,Panic! At The Disco
Dylan & Caitlin,Manic Street Preachers
E-Lo,Los Unidades
Easier Said,Alessia Cara
Eastside,Benny Blanco
Easy,Simon Jefferis
Eat the Elephant,A Perfect Circle
El Anillo,Jennifer Lopez
El Castigo,Los Master Plus
El Clavo,Prince Royce
Electricity,Silk City
Elevate,Drake
Elevate,Papa Roach
Elevator,Alex Bloom
Embrace The Rub,Melvins
Emoji,Au/Ra
Emotionless,Drake
Empty Space,James Arthur
End Up With You,Carrie Underwood
Enigmatic,Tara Lynch
Envy Me,Calboy
Esskeetit,Lil Pump
Euphoria,BTS
Ever Again,Robyn
Every Little Thing,Russell Dickerson
Every Step,Gabrielle
Every Step That I Take,Tom Morello
Everybody's Coming To My House,David Byrne
Everyday,Logic
Everything,Eleanor Friedberger
Everything Is Fine,All Time Low
Everything's Wrong,All That Remains
Evil Enough,Tara Lynch
Evil Spirits,The Damned
Evolution Once Again,Big Data
Expectations,Lauren Jauregui
Faded Love,Tinashe
Faith's Song,Amy Wadge
Fake Love,BTS
Fall,Eminem
Fall In Line,Christina Aguilera
Fallen Star,Hoobastank
Falling,Trevor Daniel
Falling Down,Lil Peep
Falling Like The Stars,James Arthur
Fallingwater,Maggie Rogers
Familiar,Liam Payne
Family Tree,Black Stone Cherry
Famous,Mason Ramsey
Far From You,Natalie Prass
Farewell,Rod Stewart
Feel Alive,Rebecca Angel
Feels Like a Party,LoCash
Feels Like Summer,Childish Gambino
FEFE,6ix9ine
Filthy,Justin Timberlake
Final Fantasy,Drake
Fine China,Future and Juice Wrld
Fine Girl,ZieZie
Fine Line,Mabel
Finesse,Drake
Fingers,Zayn
Fire,Kids See Ghosts
Fire on Fire,Sam Smith
Firepower,Judas Priest
Fires and Flames,Tinashe
Fireworks,First Aid Kit
First Time,M-22
Fists of Fury,Kamasi Washington
Flames,David Guetta
Flip the Switch,Quavo
Flores y Tamales,Calexico
Flower of the Universe,Sade
Follow Your Fire,Kodaline
Foot Fungus,Ski Mask the Slump God
For You,Liam Payne & Rita Ora
Forever,Mumford & Sons
Forever,Chvrches
Forever Changed,Vince Gill
Forever On Your Side,Needtobreathe
Forgotten Love,Aurora
Found/Tonight,Lin-Manuel Miranda
Four Out of Five,Arctic Monkeys
Freaky Friday,Lil Dicky
Freebird II,Parquet Courts
Freedom,Jussie Smollett
Friends,Marshmello
Friends,The Carters
Friends,Raye
Friends Don't,Maddie & Tae
Fuego,Eleni Foureira
Fuh You,Paul McCartney
Fulton County Jane Doe,Brandi Carlile
Funky Friday,Dave
FWM,Lil Yachty
Gallipoli,Beirut
Game Changer,Mist
Game On,Carrie Underwood
Gang Gang,Migos
Ganja Burn,Nicki Minaj
Gasoline and Dirty Sheets,David Byrne
Gatekeeper,Cancer Bats
Gemini,Keith Urban
German,E.O.
Get Along,Kenny Chesney
Get Away,George Ezra
Get Dark,AFI
Get Involved,Craig David
Get It,Busta Rhymes
Get Out,Chvrches
Get Up,Shinedown
Get Up 10,Cardi B
Get Up and Fight,Muse
Get Well Soon,Ariana Grande
Getting Down The Germs,Gerard Way
Getting Over You,Lauv
Ghost,Badflower
Ghost Town,Kanye West
Ghosts,Mike Shinoda
Ghosts On The Stereo,Carrie Underwood
Gilet Jaune,Kopp Johnson
Girl Goin' Nowhere,Ashley McBryde
Girl In The Movies,Dolly Parton
Girl Like You,Jason Aldean
Girl Next Door,Alessia Cara
Girlfriend,Anderson East
Girlfriend,Christine and the Queens
Girls Go Wild,LP
Girls Need Love,Summer Walker
Give A Little,Maggie Rogers
Give Yourself A Try,The 1975
Giving Up The Ghost,Blossoms
Gladiator,Zayde Wolf
Go Out Fighting,Dr. Dog
Go Tell Her Now,Tom Odell
God & Love,Culture Club
God and Country Music,George Strait
God Break Down The Door,Nine Inch Nails
God Damn Evil,Stryper
God Is A Dancer,Tiesto
God Is A Woman,Ariana Grande
God Only Knows,John Prine
God Only Knows,For King & Country
God's Plan,Drake
Going Bad,Meek Mill
Going Going Gone,Maddie Poppe
Gold Hole,Shame
Gold Rush,Death Cab for Cutie
Golden Hour,Kacey Musgraves
Golden Trunks,Arctic Monkeys
Good As Gold,Greyson Chance
Good as You,Kane Brown
Good Form,Nicki Minaj
Good Girl,Dustin Lynch
Good Guy,Eminem
Good Man,Ne-Yo
Good On You Son,Mark Knopfler
Goodbye To The Country,Field Music
Goodbyes,Jorja Smith
Goodnight n Go,Ariana Grande
Got My Name Changed Back,Pistol Annies
Gotta Let Go,Hollywood Undead
Grace,Florence + the Machine
Grace,Lewis Capaldi
Graves,Chvrches
Gravity,Bullet For My Valentine
Gravity,Paul Weller
Gravity,Tim McGraw
Greatest,Eminem
Greatness,Don Broco
Green Bus,The Innocence Mission
Grip,Bastille
Growing Pains,Alessia Cara
Guardian Angel,XXXTENTACION
Guatemala,Swae Lee
Gucci Flip Flops,Bhad Bhabie
Guess Again,Plan B
Guiding Light,Mumford & Sons
Gun Lean,Russ Millions
Gut Feeling,Peter Bjorn and John
Habits,Plested
Half As Good As You,Tom Odell
Hallelujah (So Low),Editors
Hallelujah Nights,Lanco
Hand In Hand,Paul McCartney
Hand It Over,MGMT
Hands on You,Ashley Monroe
Handyman,Awolnation
Hangman,Dave
Hangover Square,Boy Azooga
Happier,Marshmello
Happy Like A Chicken With His Head Cut Off,Eric Hutchinson
Happy Now,Zedd
Happy With You,Paul McCartney
"Happy, Happy Christmas",Ingrid Michaelson
Hard on a Heart,Ashley Monroe
Hard Piano,Pusha T
Hard Place,H.E.R.
Hard Rain,Lykke Li
Hard To Be Myself,Fickle Friends
Hard White,Nicki Minaj
Harder,Jax Jones
Hasta Luego,Hrvy
Hate to Say,Tory Lanez
Have It All,Jason Mraz
Having Been Is No Way to Be,Jeff Tweedy
Head Above Water,Avril Lavigne
Head in the Clouds,Gerry Cinnamon
